StationCode,isSWMP,DateTimeStamp,F_Record,ATemp,F_ATemp,RH,F_RH,BP,F_BP,WSpd,F_WSpd,MaxWSpd,Wdir,F_Wdir,SDWDir,F_SDWDir,TotPAR,F_TotPAR,TotPrcp,F_TotPrcp,TotSoRad,F_TotSoRad
elkcwmet  ,P,11/21/17 0:00,,13.7,<0> ,87,<0> ,1018,<0> ,0,<0> ,0.6,346,<0> ,2,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 0:15,,13.7,<0> ,89,<0> ,1018,<0> ,0.2,<0> ,0.7,259,<0> ,2,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 0:30,,13.5,<0> ,92,<0> ,1018,<0> ,0.4,<0> ,0.8,298,<0> ,28,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 0:45,,13.6,<0> ,89,<0> ,1018,<0> ,0.5,<0> ,1,66,<0> ,9,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 1:00,,14.5,<0> ,79,<0> ,1018,<0> ,1.8,<0> ,2.8,67,<0> ,25,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 1:15,,13.8,<0> ,82,<0> ,1018,<0> ,0.8,<0> ,1.6,166,<0> ,37,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 1:30,,13.8,<0> ,82,<0> ,1018,<0> ,0.6,<0> ,1,165,<0> ,26,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 1:45,,13.6,<0> ,87,<0> ,1018,<0> ,0.3,<0> ,0.7,293,<0> ,39,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 2:00,,13.6,<0> ,90,<0> ,1018,<0> ,0.2,<0> ,1,280,<0> ,39,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 2:15,,15.4,<0> ,77,<0> ,1017,<0> ,2.4,<0> ,5.3,85,<0> ,19,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 2:30,,16.9,<0> ,68,<0> ,1017,<0> ,2.5,<0> ,4.2,92,<0> ,16,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 2:45,,17.1,<0> ,66,<0> ,1017,<0> ,0.8,<0> ,2.4,181,<0> ,60,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 3:00,,17.1,<0> ,67,<0> ,1018,<0> ,0.7,<0> ,1.8,209,<0> ,36,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 3:15,,17.3,<0> ,66,<0> ,1017,<0> ,2.5,<0> ,6.5,77,<0> ,48,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 3:30,,17.2,<0> ,66,<0> ,1018,<0> ,4,<0> ,7.2,77,<0> ,14,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 3:45,,17.2,<0> ,66,<0> ,1017,<0> ,5.9,<0> ,9.4,75,<0> ,13,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 4:00,,17,<0> ,66,<0> ,1017,<0> ,6.3,<0> ,9.4,75,<0> ,13,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 4:15,,16.7,<0> ,66,<0> ,1017,<0> ,5.3,<0> ,8.2,72,<0> ,14,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 4:30,,16.7,<0> ,66,<0> ,1017,<0> ,5.2,<0> ,8.6,74,<0> ,12,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 4:45,,16.6,<0> ,67,<0> ,1017,<0> ,5.6,<0> ,9.1,77,<0> ,12,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 5:00,,16.4,<0> ,68,<0> ,1017,<0> ,5.8,<0> ,8.3,83,<0> ,12,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 5:15,,16.3,<0> ,69,<0> ,1017,<0> ,5.4,<0> ,8.5,84,<0> ,13,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 5:30,,16.1,<0> ,70,<0> ,1017,<0> ,5.2,<0> ,8.2,84,<0> ,12,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 5:45,,16.2,<0> ,68,<0> ,1017,<0> ,5.5,<0> ,8.6,86,<0> ,13,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 6:00,,16.3,<0> ,68,<0> ,1017,<0> ,6.1,<0> ,9.2,87,<0> ,11,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 6:15,,16.1,<0> ,69,<0> ,1018,<0> ,4.9,<0> ,8.3,91,<0> ,13,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 6:30,,16,<0> ,69,<0> ,1018,<0> ,3.9,<0> ,7,98,<0> ,16,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 6:45,,16,<0> ,69,<0> ,1018,<0> ,3,<0> ,6.6,111,<0> ,18,<0> ,2.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 7:00,,16.1,<0> ,67,<0> ,1019,<0> ,2.6,<0> ,6.6,117,<0> ,21,<0> ,8.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 7:15,,16.1,<0> ,67,<0> ,1019,<0> ,2.2,<0> ,5.2,99,<0> ,20,<0> ,28.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 7:30,,16.1,<0> ,68,<0> ,1019,<0> ,2.6,<0> ,4.6,72,<0> ,13,<0> ,61.8,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 7:45,,16.5,<0> ,66,<0> ,1019,<0> ,3.7,<0> ,5.3,74,<0> ,12,<0> ,104.2,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 8:00,,17.1,<0> ,65,<0> ,1019,<0> ,3.8,<0> ,5.9,84,<0> ,12,<0> ,157.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 8:15,,17.6,<0> ,63,<0> ,1019,<0> ,3.3,<0> ,5.2,82,<0> ,11,<0> ,195.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 8:30,,18.1,<0> ,62,<0> ,1019,<0> ,3.1,<0> ,5.1,79,<0> ,13,<0> ,199.2,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 8:45,,18.6,<0> ,59,<0> ,1019,<0> ,4.2,<0> ,7.5,78,<0> ,14,<0> ,317.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 9:00,,19.2,<0> ,57,<0> ,1019,<0> ,3.8,<0> ,7,78,<0> ,14,<0> ,379.6,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 9:15,,19.4,<0> ,56,<0> ,1019,<0> ,3.8,<0> ,5.8,73,<0> ,13,<0> ,421.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 9:30,,20,<0> ,55,<0> ,1019,<0> ,3.5,<0> ,6.2,71,<0> ,15,<0> ,515.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 9:45,,20.6,<0> ,53,<0> ,1019,<0> ,4.1,<0> ,6.6,83,<0> ,14,<0> ,567.4,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 10:00,,20.9,<0> ,53,<0> ,1020,<0> ,3.5,<0> ,5.9,70,<0> ,16,<0> ,571.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 10:15,,21.4,<0> ,52,<0> ,1019,<0> ,3.4,<0> ,6.4,81,<0> ,14,<0> ,502.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 10:30,,22,<0> ,50,<0> ,1019,<0> ,3.2,<0> ,6,84,<0> ,19,<0> ,479.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 10:45,,22.6,<0> ,49,<0> ,1019,<0> ,3.7,<0> ,6.4,89,<0> ,14,<0> ,582,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 11:00,,22.8,<0> ,48,<0> ,1019,<0> ,3.1,<0> ,5.7,86,<0> ,16,<0> ,524.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 11:15,,23.1,<0> ,48,<0> ,1019,<0> ,3.2,<0> ,5.2,76,<0> ,14,<0> ,665.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 11:30,,23.9,<0> ,46,<0> ,1019,<0> ,3,<0> ,5.7,67,<0> ,16,<0> ,808.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 11:45,,24.1,<0> ,45,<0> ,1018,<0> ,3.3,<0> ,5.7,69,<0> ,15,<0> ,668.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 12:00,,23.8,<0> ,47,<0> ,1018,<0> ,3.5,<0> ,5.9,80,<0> ,12,<0> ,473.6,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 12:15,,24.7,<0> ,45,<0> ,1018,<0> ,3.5,<0> ,5.3,88,<0> ,14,<0> ,665.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 12:30,,25.3,<0> ,44,<0> ,1018,<0> ,2.2,<0> ,5.4,94,<0> ,26,<0> ,692.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 12:45,,25.8,<0> ,43,<0> ,1018,<0> ,2.7,<0> ,5.4,95,<0> ,21,<0> ,618.4,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 13:00,,25.7,<0> ,43,<0> ,1017,<0> ,3,<0> ,5.1,94,<0> ,15,<0> ,702.6,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 13:15,,26.4,<0> ,42,<0> ,1017,<0> ,2.5,<0> ,4.7,80,<0> ,31,<0> ,695.8,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 13:30,,26.6,<0> ,42,<0> ,1017,<0> ,1.8,<0> ,4.2,85,<0> ,28,<0> ,640.2,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 13:45,,27,<0> ,41,<0> ,1017,<0> ,2.4,<0> ,4.1,99,<0> ,19,<0> ,597,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 14:00,,27.3,<0> ,40,<0> ,1017,<0> ,2.4,<0> ,4.8,94,<0> ,22,<0> ,653.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 14:15,,27.6,<0> ,40,<0> ,1017,<0> ,2.5,<0> ,4.9,83,<0> ,23,<0> ,688.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 14:30,,28,<0> ,39,<0> ,1017,<0> ,2.4,<0> ,4.4,97,<0> ,23,<0> ,649,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 14:45,,27.6,<0> ,40,<0> ,1017,<0> ,2.8,<0> ,5.9,94,<0> ,17,<0> ,530.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 15:00,,27.8,<0> ,39,<0> ,1017,<0> ,2.9,<0> ,5,89,<0> ,19,<0> ,318.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 15:15,,27.4,<0> ,40,<0> ,1016,<0> ,2.9,<0> ,4.8,85,<0> ,16,<0> ,415.8,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 15:30,,27,<0> ,41,<0> ,1016,<0> ,2.3,<0> ,4.5,103,<0> ,20,<0> ,230.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 15:45,,26.7,<0> ,42,<0> ,1016,<0> ,2.3,<0> ,3.8,102,<0> ,18,<0> ,283.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 16:00,,26.3,<0> ,44,<0> ,1016,<0> ,2.1,<0> ,4.5,104,<0> ,17,<0> ,215.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 16:15,,26,<0> ,44,<0> ,1016,<0> ,1.4,<0> ,3,98,<0> ,22,<0> ,183.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 16:30,,25.8,<0> ,45,<0> ,1016,<0> ,0.7,<0> ,1.9,68,<0> ,23,<0> ,133.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 16:45,,25.1,<0> ,46,<0> ,1016,<0> ,1,<0> ,2,30,<0> ,15,<0> ,61,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 17:00,,24.2,<0> ,48,<0> ,1016,<0> ,1.1,<0> ,2,33,<0> ,18,<0> ,11.2,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 17:15,,22.6,<0> ,54,<0> ,1016,<0> ,0.7,<0> ,2.3,102,<0> ,30,<0> ,2.4,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 17:30,,22.6,<0> ,53,<0> ,1016,<0> ,1.7,<0> ,3,65,<0> ,14,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 17:45,,22.2,<0> ,53,<0> ,1016,<0> ,1.6,<0> ,2.6,82,<0> ,15,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 18:00,,22.4,<0> ,52,<0> ,1016,<0> ,1.8,<0> ,2.8,65,<0> ,13,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 18:15,,22.3,<0> ,52,<0> ,1017,<0> ,0.9,<0> ,2.4,68,<0> ,21,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 18:30,,20.3,<0> ,60,<0> ,1017,<0> ,1.3,<0> ,2.7,191,<0> ,16,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 18:45,,17.5,<0> ,73,<0> ,1017,<0> ,2.1,<0> ,2.6,189,<0> ,9,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 19:00,,16.7,<0> ,78,<0> ,1017,<0> ,1.3,<0> ,2.2,172,<0> ,9,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 19:15,,16.6,<0> ,78,<0> ,1017,<0> ,1.4,<0> ,2,165,<0> ,9,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 19:30,,16.2,<0> ,81,<0> ,1018,<0> ,1.4,<0> ,2.1,170,<0> ,18,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 19:45,,15.9,<0> ,82,<0> ,1018,<0> ,1.2,<0> ,2.1,141,<0> ,11,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 20:00,,15.9,<0> ,82,<0> ,1018,<0> ,1.1,<0> ,2,159,<0> ,12,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 20:15,,15.6,<0> ,83,<0> ,1018,<0> ,1.2,<0> ,2.1,172,<0> ,16,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 20:30,,15.5,<0> ,84,<0> ,1018,<0> ,0.8,<0> ,1.4,179,<0> ,34,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 20:45,,15.5,<0> ,85,<0> ,1018,<0> ,1.1,<0> ,1.9,104,<0> ,14,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 21:00,,15.7,<0> ,85,<0> ,1018,<0> ,0.7,<0> ,1.2,100,<0> ,9,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 21:15,,15.3,<0> ,86,<0> ,1018,<0> ,0.5,<0> ,1,115,<0> ,63,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 21:30,,15,<0> ,87,<0> ,1018,<0> ,0.9,<0> ,1.8,135,<0> ,12,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 21:45,,14.7,<0> ,87,<0> ,1018,<0> ,0.2,<0> ,0.9,189,<0> ,17,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 22:00,,14.3,<0> ,90,<0> ,1018,<0> ,0.9,<0> ,1.4,158,<0> ,41,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 22:15,,13.9,<0> ,90,<0> ,1018,<0> ,0.3,<0> ,1,207,<0> ,55,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 22:30,,14.8,<0> ,88,<0> ,1018,<0> ,1.2,<0> ,2.5,97,<0> ,16,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 22:45,,17,<0> ,76,<0> ,1018,<0> ,1.3,<0> ,3,93,<0> ,30,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 23:00,,16.5,<0> ,78,<0> ,1018,<0> ,0.5,<0> ,2,232,<0> ,55,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 23:15,,16.4,<0> ,78,<0> ,1018,<0> ,0.6,<0> ,1.4,101,<0> ,59,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 23:30,,16.2,<0> ,79,<0> ,1019,<0> ,0.7,<0> ,2.3,216,<0> ,45,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/21/17 23:45,,16.2,<0> ,78,<0> ,1019,<0> ,1,<0> ,3.4,95,<0> ,29,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 0:00,,16.8,<0> ,74,<0> ,1018,<0> ,1.4,<0> ,2.9,111,<0> ,16,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 0:15,,16.8,<0> ,74,<0> ,1018,<0> ,1.1,<0> ,2.9,122,<0> ,20,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 0:30,,17.3,<0> ,72,<0> ,1018,<0> ,0.7,<0> ,2.1,39,<0> ,46,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 0:45,,16.8,<0> ,75,<0> ,1018,<0> ,0.6,<0> ,1.5,147,<0> ,72,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 1:00,,16,<0> ,79,<0> ,1018,<0> ,1.1,<0> ,2.5,124,<0> ,28,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 1:15,,16.7,<0> ,75,<0> ,1018,<0> ,1.8,<0> ,3.3,127,<0> ,18,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 1:30,,16.9,<0> ,75,<0> ,1018,<0> ,1.9,<0> ,4.5,126,<0> ,25,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 1:45,,17.3,<0> ,72,<0> ,1018,<0> ,1.6,<0> ,4.1,123,<0> ,29,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 2:00,,16.8,<0> ,74,<0> ,1018,<0> ,0.8,<0> ,2.3,194,<0> ,37,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 2:15,,15.6,<0> ,80,<0> ,1018,<0> ,1.5,<0> ,2.4,181,<0> ,34,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 2:30,,16.2,<0> ,75,<0> ,1018,<0> ,1,<0> ,2.6,163,<0> ,24,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 2:45,,16.2,<0> ,76,<0> ,1018,<0> ,0.3,<0> ,1.4,236,<0> ,61,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 3:00,,15.5,<0> ,79,<0> ,1018,<0> ,0.7,<0> ,2.6,121,<0> ,33,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 3:15,,15.8,<0> ,76,<0> ,1018,<0> ,1.2,<0> ,2.6,116,<0> ,23,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 3:30,,15.7,<0> ,77,<0> ,1018,<0> ,1.2,<0> ,2.1,123,<0> ,15,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 3:45,,15.6,<0> ,77,<0> ,1017,<0> ,1.8,<0> ,3.2,120,<0> ,29,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 4:00,,16,<0> ,76,<0> ,1017,<0> ,1.3,<0> ,2.6,104,<0> ,18,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 4:15,,15.8,<0> ,77,<0> ,1017,<0> ,1.7,<0> ,3.3,106,<0> ,18,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 4:30,,15.9,<0> ,76,<0> ,1017,<0> ,1.3,<0> ,2.7,104,<0> ,18,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 4:45,,16.2,<0> ,73,<0> ,1017,<0> ,2.2,<0> ,3.6,103,<0> ,13,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 5:00,,16.7,<0> ,72,<0> ,1017,<0> ,3.2,<0> ,4.7,86,<0> ,12,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 5:15,,16.9,<0> ,71,<0> ,1017,<0> ,2.2,<0> ,4.4,97,<0> ,24,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 5:30,,16.7,<0> ,72,<0> ,1017,<0> ,0.7,<0> ,1.5,203,<0> ,23,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 5:45,,16.4,<0> ,73,<0> ,1017,<0> ,0.9,<0> ,2,174,<0> ,25,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 6:00,,15,<0> ,80,<0> ,1017,<0> ,1,<0> ,1.9,199,<0> ,16,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 6:15,,14.7,<0> ,81,<0> ,1017,<0> ,0.8,<0> ,1.2,190,<0> ,24,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 6:30,,15,<0> ,79,<0> ,1017,<0> ,1.1,<0> ,2.1,160,<0> ,24,<0> ,0,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 6:45,,15.6,<0> ,75,<0> ,1017,<0> ,1.5,<0> ,2.8,160,<0> ,22,<0> ,2.6,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 7:00,,15.4,<0> ,75,<0> ,1017,<0> ,0.4,<0> ,1.2,153,<0> ,31,<0> ,11.9,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 7:15,,16,<0> ,71,<0> ,1017,<0> ,1.3,<0> ,2.7,151,<0> ,36,<0> ,32.8,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 7:30,,16,<0> ,73,<0> ,1018,<0> ,2,<0> ,2.5,199,<0> ,10,<0> ,65.5,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 7:45,,16.2,<0> ,74,<0> ,1018,<0> ,1.8,<0> ,2.7,162,<0> ,19,<0> ,106.9,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 8:00,,17.6,<0> ,67,<0> ,1018,<0> ,1.7,<0> ,3.1,128,<0> ,8,<0> ,154.7,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 8:15,,18.6,<0> ,64,<0> ,1018,<0> ,0.6,<0> ,1.3,107,<0> ,59,<0> ,206.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 8:30,,17.9,<0> ,68,<0> ,1018,<0> ,0.6,<0> ,1.1,336,<0> ,8,<0> ,259,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 8:45,,18.7,<0> ,63,<0> ,1018,<0> ,0.6,<0> ,1.5,349,<0> ,16,<0> ,313.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 9:00,,19.7,<0> ,60,<0> ,1018,<0> ,0.7,<0> ,1.5,360,<0> ,33,<0> ,371.3,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 9:15,,20.8,<0> ,58,<0> ,1019,<0> ,0.7,<0> ,2,299,<0> ,53,<0> ,428.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 9:30,,21.3,<0> ,55,<0> ,1019,<0> ,1,<0> ,2.9,307,<0> ,51,<0> ,479.6,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 9:45,,22.9,<0> ,48,<0> ,1019,<0> ,1.4,<0> ,2.9,54,<0> ,47,<0> ,530.1,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 10:00,,22.8,<0> ,47,<0> ,1019,<0> ,2,<0> ,3.3,47,<0> ,16,<0> ,580.8,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 10:15,,23,<0> ,46,<0> ,1019,<0> ,2.5,<0> ,4.1,53,<0> ,18,<0> ,623.9,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 10:30,,23.6,<0> ,45,<0> ,1019,<0> ,2.1,<0> ,3.6,60,<0> ,26,<0> ,670,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 10:45,,23.1,<0> ,47,<0> ,1019,<0> ,2.1,<0> ,3.9,16,<0> ,19,<0> ,705.6,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 11:00,,24.1,<0> ,44,<0> ,1019,<0> ,1.8,<0> ,3.3,37,<0> ,32,<0> ,741.9,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 11:15,,25.8,<0> ,40,<0> ,1018,<0> ,1.5,<0> ,3.9,60,<0> ,31,<0> ,768.4,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 11:30,,26.9,<0> ,37,<0> ,1018,<0> ,2.7,<0> ,5.4,77,<0> ,17,<0> ,792.9,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 11:45,,28,<0> ,35,<0> ,1018,<0> ,2.3,<0> ,5.1,94,<0> ,24,<0> ,811,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 12:00,,28.5,<0> ,33,<0> ,1018,<0> ,2.3,<0> ,4.3,92,<0> ,24,<0> ,828.6,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 12:15,,28.9,<0> ,32,<0> ,1017,<0> ,1.6,<0> ,3.2,70,<0> ,34,<0> ,843,<0> ,0,<0> ,,<-1> 
elkcwmet  ,P,11/22/17 12:30,,28.2,<0> ,34,<0> ,1017,<0> ,2,<0> ,3.7,37,<0> ,19,<0> ,682.8,<0> ,0,<0> ,,<-1> 
